rainfall_1h,rainfall_24h,rainfall_72h,cumulative_7d,soil_saturation,slope_angle,elevation_m,historical_events,seismic_index,antecedent_wetness,label
15.922396230541008,143.1691430241506,375.81389326615874,480.95572535091725,78.21195641782208,28.97219781976571,533.7258204486277,4.0,0.29891934529088415,0.8107,1
21.89447599752853,124.49565195753517,183.4060961142291,599.4829382147021,77.85709971844899,42.4067245055483,1724.5051042058599,1.0,0.5620809841841701,0.6041,1
15.720740493753583,150.94139348378695,358.50290080352454,741.1898645519575,93.82651864486844,30.636071696356563,1112.8815840741563,4.0,0.4720741329110689,0.8501,1
23.22554455795199,89.14517810648991,364.6906333417688,514.4032847691893,83.91693561376859,40.59853317233477,586.1648793039723,4.0,0.6433368126655553,0.7072,1
17.77578012836509,212.40236300358768,183.1400999742648,412.0899916631759,82.58795025477878,44.41436160820905,1695.5565635523913,5.0,0.42997429772887563,0.7915,1
22.617182238863283,224.64530485881644,223.9999644628293,631.8621141253736,90.69117542844921,38.28648243566455,1261.464368522232,4.0,0.44665198113999127,0.872,1
31.90628804119579,119.12095857939141,347.44344828086935,608.3896751224103,75.20190404786639,44.36524853322318,849.3740366174573,5.0,0.6089319024722719,0.7303,1
19.280605152805933,88.50398087648101,257.26986760037926,508.6782271688363,86.30925739156878,37.30458732191674,1238.2669739269834,3.0,0.2090007702775305,0.6179,1
22.530432313995636,153.1534302891145,324.58989138959055,515.8685396059501,85.19288929687029,29.026436289936523,1330.3803709339645,5.0,0.34262701271784846,0.8033,1
13.921734706478249,216.13414821532717,173.81261223587086,798.0791777664814,88.07372674330318,39.17353119065098,482.97324496733995,4.0,0.4872210578518535,0.8045,1
20.637522786669024,216.41284362386253,256.38861497176254,757.3997027462074,91.56659777764455,37.0015191011467,1276.8241047214317,3.0,0.32533427780392943,0.8861,1
25.188291565643052,207.64383103199475,353.2305457048724,779.4690621701532,94.47321755584275,39.7322942773195,1095.3856454252289,2.0,0.5995491985802355,0.9605,1
19.943783598170597,222.88511534755264,382.20557678348894,564.7044113449274,81.30297708012058,27.770304756258604,578.9598690979291,2.0,0.5217101616653694,0.9835,1
22.4587639780722,80.48948105564685,343.65266560930877,448.3624434451949,83.7284866498311,32.707490846763605,1288.7315090747595,4.0,0.6095850175351207,0.671,1
19.429117021653283,84.39676001050898,262.61378786493873,759.2728978861215,78.57176057268427,29.426355516601888,691.0989746405289,3.0,0.5965430062412914,0.595,1
18.569575777595325,241.74831999845958,395.15100264017644,323.03992112715696,91.29884931521315,26.83065489283954,1342.2203364077604,5.0,0.27169389599817184,1.0,1
29.422593331385436,200.79791519035348,397.1148462538359,380.8674049879157,85.53979394069475,26.631576568034955,1643.7137762028374,2.0,0.42973644999851557,0.9629,1
29.422032804687102,110.19726632027518,392.24804180423985,583.9497896610385,94.59532505542614,38.61220432305062,1266.925415171549,1.0,0.26305303437546235,0.8001,1
13.676695123183165,106.60428497741016,255.4248274855151,612.7445451175322,93.13982810920271,33.91055271381892,1078.1053372235488,3.0,0.3747199342285754,0.6696,1
16.405377356620136,219.67580957156,341.72160593105195,333.05943354470963,88.73841899559167,25.045065796555928,1549.5490179748965,1.0,0.6930600143872487,0.9602,1
3.2362146225846766,53.37568870618933,20.850353760509826,15.398954170588963,26.18727417561895,7.7422082645058605,891.169535945902,1.0,0.2557493145684107,0.1905,0
1.5704644812234916,48.75493017677675,63.22124323317729,147.20552297396756,24.91952977235005,21.386495653097114,600.4353657435779,1.0,0.24444533839619292,0.2151,0
3.2171494579769746,46.84886545043644,16.300162579834797,95.81148042447435,24.27979541298383,18.496203401366706,864.2194305950587,1.0,0.22999396847854264,0.1687,0
2.960607457976751,21.590049351908593,91.0031063600544,105.99777479316903,26.187734547130017,15.57723776644483,189.81455201857298,1.0,0.24575449274798133,0.1883,0
1.372019455874689,38.57192609929969,101.81899296431342,17.10368084868845,57.67654462500751,15.71728090646041,550.8800159543955,1.0,0.09662966452069667,0.3104,0
2.1673211310749894,36.12204600160995,80.59747925868523,77.73083435508548,28.894795906799004,5.96814496119473,179.2327077605786,0.0,0.14185061224908463,0.215,0
3.1721390570287973,33.499152143436355,17.032086578136262,54.51101878471994,32.14365704081608,15.802894765245359,1149.8093164348993,0.0,0.25620166175755665,0.1623,0
6.949749980887153,22.027025598261808,63.42670664808463,163.1726501336613,59.847606504749166,24.24066885600335,563.3611228808561,1.0,0.22030049505831356,0.2492,0
2.7699533036636232,47.24723969900724,26.969210576693968,131.54260821331889,61.804002867603025,18.440443873765556,290.2593555330472,1.0,0.25166226037740974,0.2726,0
5.174426168933615,25.278888273381924,58.16051296553849,102.11797393002749,47.99863957682747,6.236163038899192,506.05900759287584,1.0,0.26860272287191583,0.2214,0
6.51489704565109,56.349292806616084,13.719698963191206,62.66014041822039,36.42072550208796,5.34416643358083,1178.8097734617863,0.0,0.2118481808223433,0.2158,0
